Market,Ticker,Price,SMA_150,SMA_200,RS,VCP_Contractions,VCP_Pattern,Pivot,Distance_to_Pivot_%,Volume_Dryup,Status,Stop_Level,Volume_Spike_Ratio,RS_Divergence_%
BIST,DOAS,191.0,181.78,179.66,,5,FORMING,192.4,0.73,,PIVOT_NEAR,177.63,1.44,-20.2
BIST,ADGYO,61.7,53.39,50.14,,0,NO_VCP,62.2,0.8,,PIVOT_NEAR,57.38,1.61,-12.0
BIST,CIMSA,53.25,46.82,47.25,,0,NO_VCP,53.7,0.84,,PIVOT_NEAR,49.52,0.96,5.19
BIST,GRNYO,17.15,15.32,14.33,,0,NO_VCP,17.3,0.87,,PIVOT_NEAR,15.95,3.97,-22.79
BIST,IEYHO,96.8,61.74,49.8,,4,FORMING,97.75,0.97,,PIVOT_NEAR,90.02,0.98,24.63
BIST,CCOLA,74.75,60.91,58.22,,0,NO_VCP,75.5,0.99,,PIVOT_NEAR,69.52,1.47,-2.91
BIST,BIMAS,744.0,598.82,575.58,,4,FORMING,751.5,1.0,,PIVOT_NEAR,691.92,1.1,6.06
BIST,ALCTL,33.98,21.6,20.9,,0,NO_VCP,33.98,,,PIVOT_NEAR,31.6,1.08,23.37
BIST,ANELE,50.9,17.23,18.23,,0,NO_VCP,50.9,,,PIVOT_NEAR,47.34,0.77,188.84
BIST,AVGYO,14.75,12.65,12.58,,0,NO_VCP,14.75,,,PIVOT_NEAR,13.72,2.47,34.0
BIST,BLUME,60.8,60.15,58.08,,0,NO_VCP,60.8,,,PIVOT_NEAR,56.54,,-13.65
BIST,DOGUB,123.9,48.37,41.41,,0,NO_VCP,123.9,,,PIVOT_NEAR,115.23,2.01,158.78
BIST,EDATA,20.96,8.52,7.67,,0,NO_VCP,20.96,,,PIVOT_NEAR,19.49,0.22,153.02
BIST,FLAP,12.65,9.87,9.77,,0,NO_VCP,12.65,,,PIVOT_NEAR,11.76,3.25,30.26
BIST,GMTAS,33.74,23.22,19.91,,0,NO_VCP,33.74,,,PIVOT_NEAR,31.38,1.87,20.56
BIST,GSDDE,16.06,12.54,11.64,,0,NO_VCP,16.06,,,PIVOT_NEAR,14.94,1.33,18.42
BIST,GSDHO,5.06,4.64,4.61,,4,FORMING,5.06,,,PIVOT_NEAR,4.71,0.6,-1.95
BIST,INDES,10.0,8.08,8.0,,4,FORMING,10.0,,,PIVOT_NEAR,9.3,1.0,14.62
